sent_id,text,begin_offset,end_offset,citation_url,date,country,doc_url
aea72c78-d183-11ea-a597-b9c421b787e1_85,"The situation at Elmhurst Hospital Center in Queens has been described by one of the doctors there as ""apocalyptic"".",10616,10732,https://www.nytimes.com/2020/03/25/nyregion/nyc-coronavirus-hospitals.html,2020-05-05,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_86,"As elsewhere, family members of coronavirus patients are not allowed in the hospital.",10733,10818,https://www.msnbc.com/the-last-word/watch/inside-a-nyc-hospital-in-an-apocalyptic-situation-81222213672,2020-05-05,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_87,"On March 25, several news outlets reported the hospital was at its ""breaking point"" after 13 patients died within a 24-hour period.",10819,10950,https://www.qchron.com/editions/central/elmhurst-hospital-sees-deaths-in--hour-span/article_73ddfbea-6f8a-11ea-a763-6371991a6bb1.html,2020-03-25,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_88,"Admissions decreased during the first week of April, but doctors said that the reason was that they were sending home patients who would have been admitted if there were space for them.",10951,11138,https://www.nytimes.com/2020/04/07/world/coronavirus-live-updates.html#link-5e549a4e,,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_89,"Dr. David Reich, President and COO of Mount Sinai Hospital, announced in March that the hospital was converting its lobbies into extra patient rooms to ""meet the growing volume of patients"" suffering from coronavirus.",11138,11355,https://tradeoffs.org/2020/03/31/cc-reich/,2020-03-29,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_90,A 68-bed COVID-19 respiratory care unit was set up in Central Park in Manhattan.,11356,11436,https://www.cnn.com/2020/03/30/us/new-york-coronavirus-cases-deaths/index.html,2020-03-29,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_91,"At the end of March, at hospitals such as Lenox Hill Hospital on the Upper East Side of Manhattan, sidewalk morgues were set up on city streets to deal with the overflow of corpses from the pandemic.",11437,11638,https://www.pbs.org/newshour/health/surge-in-deaths-overwhelms-new-yorks-morgues-hospitals,,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_92,Section::::Paramedic shortages.,11638,11670,,2020-03-29,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_93,"On March 28, ""The New York Times"" reported that the city's 911 emergency response system was ""overwhelmed"" due to the large number of coronavirus patients needing transport to the hospital.",11670,11859,,2020-03-28,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_94,"Dispatchers received more than 7,000 calls on March 26, a record since the September 11 attacks.",11860,11956,,2020-03-26,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_95,"Emergency workers had to decide which cases to prioritize, and some patients were being left at home without medical care.",11957,12079,,2020-03-26,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_96,"In addition, paramedics lacked sufficient protective gear.",12080,12140,https://www.nytimes.com/2020/03/28/nyregion/nyc-coronavirus-ems.html?action,2020-03-26,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_97,Section::::Testing.,12140,12160,,2020-03-26,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_98,The private corporations responsible for testing have a limited testing capacity.,12160,12241,,2020-03-26,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_99,"Eventually, their testing capacity will reach a bottleneck where it becomes increasingly difficult to conduct more tests per day.",12242,12371,,2020-03-26,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_100,"Backlogs for test results continue to increase in multiple states such as California, where it can take weeks to receive test results.",12372,12508,https://www.theatlantic.com/health/archive/2020/03/next-covid-19-testing-crisis/609193/,,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_101,"The FDA has approved New York State to authorize the state's 28 public and private labs to begin manual, semi-automated and automated testing for novel coronavirus, or COVID-19.",12508,12685,,2020-03-26,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_102,The approval allows the state to dramatically increase testing capacity to thousands of tests per day.,12686,12788,,2020-03-26,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_103,The approval also extends to the Roche high-volume platform for testing.,12789,12861,,2020-03-26,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_104,"New York State's Wadsworth Lab has developed a new, less intrusive test for COVID-19.",12862,12947,,2020-03-26,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_105,The new test is done through a saliva sample and a self-administered short nasal swab in the presence of a healthcare professional.,12948,13079,,2020-03-26,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_106,"Additionally, health care professionals can self-administer the test without another health care professional present.",13080,13200,https://coronavirus.health.ny.gov/covid-19-testing,2020-03-26,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_107,Section::::Government response.,13200,13232,,2020-03-26,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_108,Section::::March.,13232,13250,,2020-03-26,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_109,"On March 2, New York City Mayor Bill de Blasio tweeted that people should ignore the virus and ""go on with your lives + get out on the town despite coronavirus.",13250,13410,https://www.nationalreview.com/2020/03/the-timeline-of-how-bill-de-blasio-prepared-new-york-city-for-the-coronavirus/,2020-03-02,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_110,""" At a news conference on March 3, New York City Commissioner of Health Oxiris Barbot said ""we are encouraging New Yorkers to go about their everyday lives.""",13410,13569,https://www.nationalreview.com/2020/03/the-timeline-of-how-bill-de-blasio-prepared-new-york-city-for-the-coronavirus/|https://www.silive.com/news/2020/03/coronavirus-risk-remains-low-in-nyc-same-day-testing-now-available-officials-say.html,2020-03-03,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_111,"On March 4, at another news conference, authorities described the epidemic caused by the virus and the pandemic as ""caused by fear,"" and reassured the public that the situation would be under control given the capabilities of New York's health care system.",13569,13825,https://www.youtube.com/watch?v,2020-03-04,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_112,"Barbot issued a statement that ""There’s no indication that being in a car, being in the subways with someone who’s potentially sick is a risk factor.",13826,13975,https://nypost.com/2020/04/04/nyc-pols-urge-de-blasio-to-oust-health-commissioner-over-coronavirus-response/,2020-03-04,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_113,""" On March 5 she said that New Yorkers without symptoms should not have to quarantine.",13975,14061,https://nypost.com/2020/04/04/nyc-pols-urge-de-blasio-to-oust-health-commissioner-over-coronavirus-response/,2020-03-05,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_114,"The advice to continue taking public transportation given by city officials during the early stages of the pandemic potentially contributed to the intensity of the outbreak in New York City, though this has been disputed, and research has proved",14062,14307,,2020-03-05,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_115,inconclusive.https://www.bloomberg.com/news/articles/2020-05-28/why-was-new-york-hit-so-badly-with-covid-19https://www.theatlantic.com/ideas/archive/2020/06/fear-transit-bad-cities/612979/,14308,14498,,2020-03-05,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_116,"On March 7, Governor Andrew Cuomo declared a state of emergency.",14498,14562,,2020-03-07,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_117,"Cornell Braces for Virus as Upstate N.Y. Reports First Case of COVID-19, West Coast Colleges Close Classrooms",14562,14671,,2020-03-07,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_118,The Cornell Daily Sun,14672,14693,,2020-03-07,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_119,"The following day, the Governor called for private testing due to demand outpacing the ability to test.",14694,14797,,,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_120,The Governor called on the Centers for Disease Control and Prevention (CDC) to approve private testing and also approve automated testing.,14798,14936,,2020-03-07,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_121,Coronavirus Update:,14936,14955,,2020-03-07,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_122,Cuomo Calls For Private Testing,14956,14987,,2020-03-07,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_123,"To Match Demand, Wife Of New Rochelle Victim Speaks, Schools Close CBS 2/WLNY TV 10/55",14988,15074,,2020-03-07,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_124,"Responding to the rush on hand sanitizer buying in the state and reported price gouging, Cuomo announced on March 9 that the state would begin producing its own hand sanitizers, manufactured by prisoners in the state's correctional system.",15075,15316,https://www.nbcnewyork.com/news/local/ny-gov-reveals-state-hand-sanitizer-amid-price-gouging-fears/2318446/,2020-03-09,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_125,A number of schools and school districts announced closings or schedule modifications by March 8 due to the virus.,15316,15430,,2020-03-08,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_126,"List of schools closing in NY, NJ amid spread of COVID-19 PIX 11 Additionally, all school trips were canceled for those in New York City.",15430,15569,,2020-03-08,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_127,"On March 10, de Blasio said about COVID-19 that ""[t]his disease, even if you were to get it, basically acts like a common cold or flu.""",15569,15706,https://www.washingtonexaminer.com/opinion/new-york-citys-coronavirus-outbreak-has-exposed-bill-de-blasios-ineptitude,2020-03-10,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_128,"On March 12, Cuomo announced restrictions on mass gatherings, directing events with more than 500 people to be cancelled or postponed and any gathering with fewer than 500 people to cut capacity by 50 percent.",15706,15915,,2020-03-12,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_129,"In addition, only medically necessary visits would be allowed at nursing homes.",15916,15997,https://www.governor.ny.gov/news/during-novel-coronavirus-briefing-governor-cuomo-announces-new-mass-gatherings-regulations,2020-03-12,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_130,"Cuomo announced that all Broadway theaters had been ordered to shut down at 5 p.m. that day, and that public gatherings in congregate spaces with more than 500 people were prohibited beginning 5 p.m. the following day.",15997,16215,,,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_131,The legal capacity of any venue with a capacity of 500 people or fewer was also reduced by half to discourage large gatherings.,16216,16345,https://www.theverge.com/2020/3/12/21177162/new-york-coronavirus-ban-public-gathering-broadway-concerts-museums,2020-03-12,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_132,"As part of the announcement, Cuomo waived the requirement that schools be open for 180 days that year in order to be eligible for state aid.",16345,16485,,,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_133,It was also announced this day that all SUNY campuses would be mandated to close by March 19 and move to a distance-learning model for the remainder of the semester.,16486,16651,,2020-03-19,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_134,"The next day, all public school districts in Dutchess, Orange, and Ulster counties in the Mid-Hudson Valley, which had reported their first cases earlier in the week, announced they would close for the next two weeks.",16652,16869,,,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_135,"The Warwick schools in Orange County added that they would remain closed through April 14, when their annual spring break would normally end.",16870,17013,,2020-04-14,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_136,"On March 13, all public schools in Herkimer County announced they, too, would close until April 14.",17013,17112,,2020-03-13,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_137,The county B.O.C.E.S. program and all its participating school districts' superintendents met and unanimously voted for the decision less than a day after the first confirmed case had been announced in the county.,17113,17326,https://www.uticaod.com/news/20200313/coronavirus-closes-herkimer-county-schools-until-april-14,,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_138,"That day, pressure from the teachers union (reported as ""furious"" about the schools remaining opened) and some city council members was mounting on the Mayor of New York City to close schools.",17327,17519,,,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_139,"De Blasio stated that he would keep the schools open, citing the need for meal programs to continue and child care to continue.",17520,17649,https://www.nbcnews.com/news/us-news/coronavirus-outbreak-nyc-teachers-furious-over-de-blasio-s-policy-n1159491,2020-03-13,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_140,The state's Civil Service Department postponed civil service exam scheduled for the weekend of March 14–15.,17649,17758,https://www.cs.ny.gov/home/news.cfm,,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_141,"On March 13, drive-through testing began in New Rochelle, Westchester County.",17758,17837,https://www.pbs.org/newshour/show/new-york-launches-drive-thru-testing-site-for-covid-19,2020-03-13,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_142,"On March 15, Cuomo announced that New York City schools would close the following day through April 20, and gave the city 24 hours to come up with a plan for child care and food.",17837,18015,https://www.wsj.com/articles/new-york-city-schools-to-close-over-coronavirus-11584307280,2020-03-15,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_143,"Public schools in Westchester, Suffolk, and Nassau would close on March 16 and stay closed for two weeks.",18016,18121,https://www.governor.ny.gov/news/governor-cuomo-announces-all-new-york-city-westchester-suffolk-and-nassau-public-schools-will,2020-03-16,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_144,"New York City Mayor de Blasio also announced that all schools, bars, and restaurants in the city were to be closed starting 9 a.m. on March 17, except for food takeout and delivery.",18122,18305,https://www.nytimes.com/2020/03/15/nyregion/new-york-coronavirus.html,2020-03-17,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_145,"On March 16, ""The New York Times"" reported that for the past week, the mayor's ""top aides were furiously trying to change the mayor’s approach to the coronavirus outbreak.",18305,18476,,2020-03-16,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_146,"There had been arguments and shouting matches between the mayor and some of his advisers; some top health officials had even threatened to resign if he refused to accept the need to close schools and businesses, according to several people familiar with the internal discussions.""",18477,18759,https://www.nytimes.com/2020/03/16/nyregion/coronavirus-bill-de-blasio.html,2020-03-16,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_147,"On March 17, as the number of confirmed cases rose to 814 citywide, de Blasio announced that the city was considering a similar shelter-in-place order within the next 48 hours.",18759,18935,,2020-03-17,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_148,"Across the boroughs of New York City, there were 277 confirmed cases in Manhattan, 248 in Queens, 157 in Brooklyn, 96 in the Bronx, and 36 in Staten Island.",18936,19092,,2020-03-17,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_149,Seven city residents had died of the virus.,19093,19136,https://www.ny1.com/nyc/all-boroughs/politics/2020/03/17/new-york-coronavirus-latest-will-new-york-city-have-to-shelter-in-place-be-on-lockdown,2020-03-17,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_150,"Mayor de Blasio's comments were quickly rebuked by Cuomo's office, and again later by the governor himself in an interview with CNN's Jake Tapper.",19137,19284,https://www.businessinsider.com/nyc-de-blasio-we-have-to-shelter-in-place-model-2020-3,2020-03-17,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_151,"Melissa DeRosa, secretary to the governor, issued a statement during the mayor's briefing, clarifying state government was not considering shelter-in-place orders at the time.",19284,19459,,2020-03-17,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_152,"Cuomo said later that morning, ""We hear 'New York City is going to quarantine itself.'",19460,19546,,2020-03-17,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_153,That is not true.,19547,19564,,2020-03-17,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_154,That cannot happen.,19565,19584,,2020-03-17,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_155,It cannot happen legally.,19585,19610,,2020-03-17,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_156,No city in the state can quarantine itself without state approval.,19611,19677,,2020-03-17,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_157,And I have no interest whatsoever and no plan whatsoever to quarantine any city.,19678,19758,https://edition.cnn.com/2020/03/17/politics/bill-de-blasio-andrew-cuomo-new-york-shelter-in-place-coronavirus-cnntv/index.html,2020-03-17,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_158,"""",19758,19761,https://edition.cnn.com/2020/03/17/politics/bill-de-blasio-andrew-cuomo-new-york-shelter-in-place-coronavirus-cnntv/index.html,2020-03-17,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_159,"On March 18, Cuomo reaffirmed that he would not approve a ""shelter-in-place"" order for New York City.",19761,19862,,2020-03-18,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_160,"""That is not going to happen, shelter in place, for New York City,"" Cuomo said, ""For any city or county to take an emergency action, the state has to approve it.",19863,20024,,2020-03-18,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_161,"And I wouldn’t approve shelter in place.""",20025,20067,https://www.cnbc.com/2020/03/18/cuomo-says-he-wont-approve-coronavirus-shelter-in-place-order-for-new-york-city.html,2020-03-18,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_162,"He also announced that nearly 5,000 tests were administered on March 17, raising the total number to 14,597 people tested.",20067,20189,,2020-03-17,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_163,"Cuomo suggested that this may in part have led to the jump in confirmed cases to 2,382 statewide, including 1,871 cases in New York City.",20190,20327,https://www.nytimes.com/2020/03/18/nyregion/coronavirus-new-york-update.html|https://www1.nyc.gov/site/doh/health/health-topics/coronavirus.page,2020-03-17,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_164,"Also on March 18, the Department of Defense said the Navy's hospital ship USNS ""Comfort"" was being prepared for deployment in New York, ""to assist potentially overwhelmed communities with acute patient care"".",20328,20538,https://www.defense.gov/Explore/News/Article/Article/2116862/hospital-ships-other-dod-assets-prepare-for-coronavirus-response/,2020-03-18,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_165,"On March 20, de Blasio called for drastic measures to combat the coronavirus outbreak.",20538,20624,,2020-03-20,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_166,"""We have to go to a shelter-in-place model,"" he said, praising California's ""stay at home"" model for sheltering in place.",20625,20746,,2020-03-20,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_167,"Cuomo announced the statewide stay-at-home order, also known as the NYS on Pause Program, with a mandate that all non-essential workers work from home beginning at 8 p.m. on March 22.",20747,20930,,2020-03-22,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_168,Only businesses declared as essential by the program were allowed to remain open. ,20931,21015,,2020-03-22,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_169,"Also that day, the New York State Thruway Authority announced it would change its tolling procedures for travelers who do not use EZPass, its Electronic toll collection system.",21015,21191,,,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_170,"Instead of receiving a ticket whenever they enter the Thruway system, they are now instructed to inform toll collectors of their entry point at the toll plaza where they exit the highway, and then their license plate number will be recorded.",21192,21433,,2020-03-22,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_171,A bill for the toll will be sent to the registered owner of the vehicle by mail; the authority said it would continue with its plans to convert the entire system to cashless tolling by the end of the year.,21434,21641,https://www.thruway.ny.gov/news/pressrel/2020/03/2020-03-20-emergency-toll-procedures.html,,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
aea72c78-d183-11ea-a597-b9c421b787e1_172,"On March 22, Trump announced that he had directed the Federal Emergency Management Agency to provide four large federal medical stations with 1,000 beds for New York.",21641,21807,https://www.whitehouse.gov/briefings-statements/remarks-president-trump-vice-president-pence-members-coronavirus-task-force-press-briefing-8/,2020-03-22,USA-NY,https://en.wikipedia.org/w/index.php?title=COVID-19_pandemic_in_New_York_(state)&oldid=970047756
